CO(GT),C6H6(GT),NOx(GT),NO2(GT),T,RH,AH,Cluster
1.5,5.8,123.0,98.0,15.6,30.1,0.5285,0
1.4,5.5,92.0,78.0,16.5,29.0,0.5406,0
1.6,6.5,91.0,83.0,17.5,27.9,0.5517,0
1.5,5.5,103.0,92.0,17.9,26.8,0.5446,0
1.4,5.2,102.0,81.0,18.2,26.1,0.5387,0
1.5,5.8,94.0,90.0,18.0,27.1,0.5522,0
1.9,7.9,98.0,95.0,17.0,28.9,0.5558,0
2.5,10.2,126.0,114.0,16.1,31.3,0.568,0
2.1,8.2,108.0,106.0,14.5,35.4,0.5839,0
1.6,5.7,95.0,99.0,13.2,37.9,0.5733,0
1.2,3.8,78.0,90.0,13.1,34.4,0.517,0
1.1,4.0,61.0,82.0,13.5,28.5,0.4405,0
1.0,2.8,55.0,74.0,12.4,31.9,0.4583,0
1.0,2.6,57.0,76.0,13.1,26.8,0.4023,0
0.7,1.8,41.0,66.0,11.6,33.6,0.4595,0
0.7,1.7,46.0,73.0,10.5,42.9,0.5442,0
0.8,1.4,43.5,71.0,11.7,38.7,0.5298,0
0.75,1.3,41.0,69.0,12.2,37.2,0.5277,0
0.7,2.3,52.0,71.0,12.9,33.9,0.5037,0
1.1,5.3,111.0,98.0,11.3,40.3,0.5376,0
2.6,13.4,191.0,115.0,11.9,38.4,0.5341,0
4.0,23.8,244.0,130.0,13.3,35.6,0.5416,1
4.2,21.5,283.0,150.0,16.3,28.8,0.5305,1
4.7,21.0,320.0,159.0,17.9,28.2,0.5741,1
3.9,18.4,249.0,146.0,18.3,26.6,0.5529,1
3.7,18.9,219.0,138.0,20.8,22.5,0.5463,1
3.4,17.1,200.0,128.0,22.4,20.0,0.5352,1
2.2,10.4,138.0,97.0,20.9,21.7,0.5295,0
1.9,8.0,118.0,91.0,19.1,26.5,0.579,0
1.6,6.2,99.0,81.0,18.1,30.6,0.6295,0
2.1,9.7,112.0,99.0,17.3,34.7,0.6788,0
2.2,9.6,117.0,101.0,15.8,40.4,0.7228,0
2.7,11.9,129.0,106.0,15.9,42.0,0.7541,0
2.4,8.7,132.0,102.0,15.9,43.5,0.779,0
1.3,4.7,73.0,84.0,15.0,46.1,0.7833,0
1.2,3.8,68.0,81.0,15.1,44.6,0.7574,0
1.5,4.7,80.0,91.0,14.9,43.5,0.7302,0
1.3,3.8,68.0,82.0,14.8,41.0,0.685,0
1.0,2.7,44.0,64.0,14.8,40.8,0.6814,0
0.9,2.8,47.0,70.0,14.8,40.8,0.6834,0
0.5,1.0,31.0,48.0,14.2,36.1,0.5823,0
0.5,0.8,15.0,26.0,14.5,36.1,0.5928,0
0.6,1.5,44.0,58.0,14.6,36.0,0.5947,0
1.0,3.5,85.0,93.0,14.4,38.5,0.6291,0
3.1,15.6,207.0,110.0,13.8,58.2,0.9129,1
4.1,19.9,230.0,115.0,13.2,61.1,0.9256,1
2.2,8.6,181.0,125.0,10.4,74.4,0.9384,0
1.7,6.5,144.0,118.0,11.5,71.0,0.9582,0
1.9,7.7,140.0,109.0,12.2,70.0,0.9924,0
2.9,11.3,204.0,123.0,12.3,73.3,1.0442,0
2.2,9.1,149.0,114.0,11.3,78.1,1.0411,0
2.6,11.2,171.0,114.0,13.6,69.2,1.0746,0
3.1,13.5,195.0,119.0,14.9,59.3,0.9974,0
2.3,10.1,152.0,111.0,15.7,50.9,0.8997,0
2.4,11.3,128.0,103.0,15.2,52.9,0.9087,0
2.8,11.8,121.0,103.0,15.5,50.8,0.8881,0
2.7,11.5,142.0,107.0,14.3,52.9,0.8581,0
2.3,9.3,131.0,105.0,13.2,56.0,0.8446,0
1.5,5.5,81.0,91.0,12.6,57.0,0.8315,0
1.4,5.1,60.0,79.0,12.3,57.8,0.8224,0
1.2,4.8,57.0,79.0,12.0,58.4,0.8164,0
1.6,6.3,96.0,86.0,12.0,61.6,0.8593,0
1.2,5.1,85.0,70.0,11.5,63.9,0.8652,0
1.1,4.1,50.0,55.0,10.7,67.2,0.863,0
0.9,4.0,53.5,52.0,9.0,73.1,0.8394,0
0.7,2.4,57.0,49.0,10.2,66.6,0.8299,0
0.9,2.9,64.0,50.0,11.0,63.7,0.8325,0
1.7,7.4,153.0,67.0,9.6,68.8,0.8243,0
4.2,19.8,342.0,94.0,9.5,69.6,0.8273,1
6.2,31.9,378.0,119.0,11.9,60.9,0.8455,1
4.6,21.0,304.0,139.0,16.2,48.6,0.8892,1
2.8,11.7,192.0,113.0,19.2,39.6,0.8693,0
1.6,6.8,130.0,88.0,19.7,38.4,0.8743,0
1.7,7.4,106.0,73.0,20.6,36.7,0.8797,0
1.7,8.6,102.0,73.0,21.8,33.9,0.8771,0
1.7,10.55,99.0,72.0,22.25,32.3,0.85565,0
1.9,12.5,108.0,81.0,22.700000000000003,30.7,0.8342,0
2.3,14.45,131.0,93.0,23.15,29.1,0.81275,0
3.3,16.4,163.0,106.0,23.6,27.5,0.7913,0
4.2,21.2,211.0,132.0,22.8,32.1,0.8814,1
5.5,25.0,267.0,164.0,20.8,36.7,0.8878,1
4.9,20.2,269.0,161.0,18.3,40.9,0.8493,1
2.5,10.8,154.0,124.0,16.8,44.0,0.8341,0
2.0,9.9,127.0,113.0,15.8,48.0,0.8569,0
2.0,8.5,122.0,103.0,14.9,52.0,0.8757,0
2.0,8.0,126.0,104.0,14.1,54.4,0.8701,0
1.3,5.6,84.0,93.0,13.3,58.8,0.8922,0
1.0,3.2,58.0,60.0,13.3,60.9,0.9229,0
0.9,3.3,47.5,56.0,11.8,64.3,0.8869,0
0.8,2.8,37.0,52.0,11.2,65.9,0.8775,0
0.7,2.6,56.0,66.0,11.3,72.9,0.9738,0
1.1,4.3,91.0,82.0,11.4,71.8,0.9671,0
2.6,13.0,159.0,109.0,11.9,73.7,1.0254,0
3.9,20.3,190.0,114.0,12.6,70.2,1.0221,1
5.0,20.7,249.0,139.0,13.6,65.3,1.0136,1
3.3,15.9,196.0,127.0,16.9,52.3,1.0013,1
2.9,14.2,180.0,127.0,19.4,44.1,0.9855,0
3.1,15.9,167.0,135.0,22.9,33.8,0.9322,1
3.0,16.1,159.0,130.0,23.6,31.3,0.9001,0
2.7,14.7,152.0,126.0,24.7,30.5,0.9371,0
2.7,14.0,149.0,121.0,26.1,27.3,0.9101,0
2.6,13.6,143.0,122.0,27.6,22.8,0.8288,0
3.7,19.7,185.0,138.0,26.9,22.3,0.7792,1
4.5,23.3,223.0,165.0,24.3,30.1,0.9012,1
4.7,24.1,215.0,154.0,21.2,40.1,0.9978,1
5.5,25.4,271.0,168.0,19.4,42.5,0.9483,1
3.0,14.1,180.0,146.0,18.5,43.0,0.9074,1
1.9,10.1,115.0,124.0,17.8,47.0,0.9467,0
2.3,12.1,149.0,124.0,16.8,53.2,1.01,0
1.6,9.0,98.0,106.0,17.1,51.8,0.999,0
1.3,6.3,73.0,88.0,16.2,54.2,0.9933,0
1.2,5.3,69.0,83.0,15.1,58.2,0.9886,0
0.9,3.8,64.5,78.5,15.1,57.6,0.9796,0
0.8,3.0,60.0,74.0,14.5,58.0,0.9488,0
0.8,3.3,56.0,64.0,13.7,61.6,0.9631,0
0.9,3.5,73.0,69.0,13.9,59.6,0.9408,0
2.0,9.5,159.0,91.0,13.3,61.7,0.9399,0
3.0,15.2,203.0,96.0,15.1,55.8,0.9486,0
3.1,14.3,211.0,106.0,17.0,50.5,0.9684,0
3.1,11.2,211.51020408163265,106.36734693877553,19.7,43.3,0.9837,0
3.1,11.4,212.0204081632653,106.73469387755102,20.7,41.7,1.0092,0
3.1,13.4,212.53061224489795,107.10204081632654,23.3,35.8,1.0098,0
3.1,10.6,213.0408163265306,107.46938775510203,23.8,30.5,0.8897,0
3.1,10.8,213.55102040816325,107.83673469387756,24.8,27.0,0.8325,0
3.1,11.9,214.0612244897959,108.20408163265306,25.0,27.5,0.8575,0
3.1,13.5,214.57142857142856,108.57142857142856,25.8,26.5,0.8675,0
3.1,15.2,215.08163265306123,108.93877551020408,25.1,27.1,0.8496,0
3.1,17.1,215.59183673469389,109.3061224489796,23.7,28.6,0.8273,0
3.1,26.7,216.1020408163265,109.6734693877551,22.1,36.8,0.9681,1
3.1,14.2,216.6122448979592,110.04081632653062,19.9,47.5,1.0912,0
3.1,8.5,217.12244897959184,110.40816326530611,18.7,50.4,1.0772,0
3.1,14.3,217.6326530612245,110.77551020408164,18.1,51.3,1.0587,0
3.1,9.3,218.14285714285717,111.14285714285714,17.5,53.8,1.0648,0
3.1,7.8,218.6530612244898,111.51020408163264,16.7,56.5,1.0634,0
3.1,6.7,219.16326530612244,111.87755102040816,15.9,59.2,1.0635,0
3.1,5.4,219.6734693877551,112.24489795918367,15.2,62.4,1.0726,0
3.1,5.6,220.18367346938777,112.6122448979592,14.7,65.0,1.0766,0
3.1,3.5,220.6938775510204,112.9795918367347,14.3,65.3,1.0594,0
3.1,3.0,221.20408163265307,113.3469387755102,13.7,66.5,1.0393,0
3.1,4.4,221.7142857142857,113.71428571428572,12.9,69.1,1.0264,0
3.1,3.5,222.2244897959184,114.08163265306122,13.7,64.8,1.0135,0
3.1,4.2,222.73469387755105,114.44897959183672,15.3,59.0,1.0181,0
3.1,8.0,223.24489795918367,114.81632653061224,18.1,49.8,1.0272,0
3.1,9.0,223.75510204081635,115.18367346938776,21.5,40.7,1.0301,0
3.1,8.1,224.26530612244895,115.55102040816328,23.3,37.1,1.0457,0
3.1,8.6,224.77551020408163,115.91836734693878,25.1,33.8,1.0594,0
3.1,7.1,225.28571428571428,116.28571428571428,25.6,32.1,1.0393,0
3.1,5.6,225.79591836734693,116.6530612244898,25.8,31.1,1.0143,0
3.1,10.0,226.3061224489796,117.0204081632653,26.1,30.8,1.0253,0
3.1,10.5,226.81632653061223,117.3877551020408,24.4,36.0,1.085,0
3.1,10.1,227.3265306122449,117.75510204081633,23.0,36.2,1.0053,0
3.1,10.0,227.8367346938776,118.12244897959184,22.1,39.3,1.0336,0
3.1,13.0,228.3469387755102,118.48979591836736,19.8,44.6,1.0208,0
3.1,10.5,228.8571428571429,118.85714285714286,18.5,48.9,1.0323,0
3.1,5.2,229.3673469387755,119.22448979591836,16.6,56.1,1.0481,0
3.1,6.9,229.87755102040816,119.59183673469389,15.8,58.8,1.0464,0
3.1,6.4,230.3877551020408,119.95918367346938,15.3,60.8,1.0501,0
3.1,4.7,230.89795918367344,120.3265306122449,14.7,64.4,1.0717,0
3.1,2.4,231.4081632653061,120.6938775510204,14.8,63.3,1.0584,0
3.1,2.2,231.9183673469388,121.06122448979592,15.0,61.5,1.0418,0
3.1,1.1,232.42857142857144,121.42857142857144,15.5,56.9,0.9961,0
3.1,0.9,232.9387755102041,121.79591836734694,16.0,54.0,0.9742,0
3.1,3.1,233.44897959183675,122.16326530612244,13.5,63.9,0.9809,0
3.1,6.2,233.9591836734694,122.53061224489797,12.9,65.3,0.9688,0
3.1,13.2,234.46938775510205,122.89795918367346,13.4,62.5,0.9582,1
3.1,25.8,234.9795918367347,123.26530612244898,14.5,58.8,0.963,1
3.1,18.2,235.48979591836732,123.63265306122447,15.3,56.7,0.9773,1
3.1,14.3,236.0,124.0,15.6,57.4,1.0075,1
3.0,13.7,228.0,121.0,16.6,55.2,1.0382,0
3.2,15.7,206.0,114.0,17.0,54.3,1.0434,1
3.1,15.4,188.0,114.0,18.0,51.5,1.0552,0
2.5,12.6,158.0,106.0,19.5,47.5,1.0653,0
2.1,9.8,124.0,89.0,21.6,41.7,1.0606,0
2.0,9.6,98.0,82.0,22.2,38.3,1.0106,0
3.2,16.3,160.0,111.0,20.3,42.8,1.0053,0
4.1,19.8,194.0,132.0,19.7,45.4,1.0312,1
3.9,18.0,174.0,121.0,18.8,47.5,1.0199,1
3.1,13.6,157.0,116.0,17.9,49.4,1.0064,0
2.0,8.7,109.0,100.0,17.5,50.9,1.009,0
1.7,7.7,85.0,89.0,17.4,51.8,1.023,0
1.6,7.3,90.0,92.0,17.0,53.9,1.0363,0
1.0,4.1,61.0,71.0,16.6,55.4,1.0408,0
0.8,2.7,36.0,51.0,15.9,57.0,1.0224,0
0.5,1.5,25.0,39.0,15.0,59.2,1.0059,0
0.5,1.9,24.5,37.0,14.5,61.4,1.0041,0
0.5,1.8,24.0,35.0,14.1,61.6,0.9883,0
0.8,3.4,73.0,64.0,14.6,58.8,0.9711,0
1.7,8.5,164.0,94.0,14.4,58.9,0.9594,0
4.5,24.1,329.0,134.0,15.3,55.2,0.9538,1
6.2,33.7,302.0,129.0,16.2,52.5,0.9576,1
4.4,22.0,256.0,125.0,18.4,46.3,0.9734,1
2.9,14.1,182.0,107.0,19.6,41.8,0.9407,0
1.6,7.6,105.0,78.0,20.2,40.1,0.937,0
2.6,14.5,136.0,91.0,20.9,36.6,0.8939,0
2.9,13.6,167.0,116.0,20.4,34.7,0.8229,0
2.5,11.5,166.0,131.0,19.3,35.4,0.7813,0
1.9,9.2,115.0,113.0,18.6,36.9,0.7829,0
1.9,10.3,109.0,98.0,18.8,36.8,0.7883,0
2.7,14.0,143.0,116.0,17.5,40.6,0.8068,0
3.0,15.0,159.0,120.0,16.8,44.3,0.8428,0
3.3,15.1,181.0,126.0,16.3,47.7,0.8746,1
3.2,14.8,178.0,126.0,15.6,50.7,0.8947,1
1.8,8.5,91.0,90.0,15.7,49.4,0.8768,0
1.3,5.9,76.0,81.0,15.8,48.6,0.8653,0
1.1,4.8,66.0,74.0,15.7,47.0,0.8325,0
0.9,4.0,56.0,67.0,15.7,45.9,0.8121,0
0.7,2.3,35.0,46.0,15.6,44.9,0.792,0
0.4,1.4,21.0,30.0,15.6,44.4,0.7827,0
0.3,0.7,16.5,24.5,16.1,42.4,0.7718,0
0.3,0.7,12.0,19.0,15.7,45.4,0.8063,0
0.3,0.8,22.0,32.0,15.3,50.1,0.8617,0
0.8,3.6,55.0,61.0,14.2,58.6,0.9443,0
2.8,12.9,152.0,111.0,14.3,58.2,0.9431,0
3.1,15.7,153.0,102.0,15.0,52.0,0.8817,0
2.3,8.6,152.0,116.0,13.6,61.4,0.9519,0
1.6,7.4,112.0,96.0,16.1,53.1,0.9675,0
1.5,6.6,119.0,97.0,16.6,44.3,0.8294,0
1.6,7.8,122.0,110.0,17.4,40.3,0.7922,0
1.8,9.1,115.0,103.0,18.1,42.2,0.8679,0
1.4,6.1,84.0,79.0,14.4,51.8,0.8433,0
1.9,7.5,146.0,104.0,10.9,76.4,0.9953,0
1.2,5.9,65.0,69.0,16.4,47.7,0.8819,0
2.3,12.7,120.0,96.0,18.0,37.1,0.7598,0
3.3,13.5,185.0,121.0,14.7,48.7,0.8089,0
3.1,14.5,157.0,129.0,11.3,71.3,0.9514,1
3.3,11.0,174.0,116.0,10.0,74.0,0.9087,0
1.2,3.2,62.0,71.0,9.8,71.8,0.8702,0
1.3,4.3,81.0,85.0,9.3,75.2,0.8796,0
1.9,7.1,118.0,101.0,9.6,76.0,0.9088,0
1.4,4.8,95.0,97.0,9.3,75.0,0.8799,0
1.5,5.7,84.0,89.0,9.0,76.7,0.8825,0
1.1,4.1,56.0,72.0,8.2,79.6,0.8672,0
0.8,3.3,49.5,64.5,7.6,80.6,0.8437,0
0.8,1.8,43.0,57.0,8.3,75.6,0.8302,0
0.8,2.8,69.0,62.0,8.1,72.1,0.7798,0
1.1,4.8,74.0,64.0,8.1,70.4,0.7609,0
2.6,13.8,161.0,80.0,8.1,70.5,0.7627,0
5.1,27.1,308.0,118.0,9.9,64.3,0.7859,1
4.2,19.1,300.0,130.0,13.0,54.2,0.809,1
2.6,11.7,189.0,113.0,16.5,42.6,0.7912,0
2.4,12.7,164.0,112.0,19.3,34.2,0.7566,0
2.1,11.3,122.0,96.0,21.5,27.4,0.6941,0
2.6,14.2,166.0,125.0,20.4,26.7,0.6323,0
2.8,13.9,181.0,128.0,20.6,22.6,0.5432,0
2.5,13.2,127.0,101.0,20.6,24.8,0.5931,0
1.9,10.7,106.0,95.0,21.0,25.4,0.6264,0
3.6,19.7,192.0,138.0,21.5,24.5,0.6203,1
4.6,24.0,241.0,154.0,19.3,28.6,0.6357,1
6.3,29.1,326.0,171.0,18.0,32.9,0.6737,1
4.3,15.8,232.0,136.0,15.8,39.8,0.7096,1
1.6,7.0,92.0,93.0,15.3,41.5,0.7194,0
1.4,6.3,95.0,99.0,14.1,46.0,0.7363,0
2.0,6.384,129.0,106.0,14.016,46.876,0.7449399999999999,0
2.4,6.468,154.0,109.0,13.932,47.752,0.7535799999999999,0
1.8,6.552,118.0,97.0,13.848,48.628,0.76222,0
1.0,6.636,69.0,83.0,13.764,49.504,0.77086,0
1.0,6.72,83.0,81.0,13.68,50.38,0.7795,0
1.0,6.804,97.0,79.0,13.596,51.256,0.78814,0
0.9,6.888,145.0,84.0,13.512,52.132000000000005,0.7967799999999999,0
1.5,6.972,169.0,86.0,13.428,53.008,0.80542,0
2.6,7.056,250.0,111.0,13.344,53.884,0.81406,0
2.9,7.14,215.0,117.0,13.26,54.760000000000005,0.8227,0
2.7,7.224,237.0,122.0,13.176,55.636,0.83134,0
2.4,7.308,190.0,119.0,13.092,56.512,0.83998,0
2.6,7.392,219.0,121.0,13.008,57.388000000000005,0.84862,0
4.1,7.476,294.0,127.0,12.924,58.264,0.85726,1
4.3,7.56,253.0,135.0,12.84,59.14,0.8659,1
2.2,7.644,176.0,119.0,12.756,60.016000000000005,0.87454,0
3.4,7.728,243.0,137.0,12.672,60.892,0.8831800000000001,1
3.6,7.812,214.0,139.0,12.588,61.768,0.8918200000000001,1
2.5,7.896,141.0,117.0,12.504,62.644000000000005,0.90046,0
2.8,7.98,166.0,127.0,12.42,63.52,0.9091,0
3.4,8.064,197.0,137.0,12.336,64.396,0.91774,0
3.0,8.148,191.0,127.0,12.252,65.272,0.92638,0
2.1,8.232,159.0,107.0,12.168,66.14800000000001,0.93502,0
2.4,8.316,175.0,102.0,12.084,67.024,0.94366,0
2.3,8.4,157.0,95.0,12.0,67.9,0.9523,0
1.3,5.4,83.0,79.0,12.0,66.9,0.9336,0
1.7,6.9,118.0,78.0,11.5,70.1,0.9503,0
1.7,6.4,101.0,75.0,11.4,69.8,0.939,0
1.0,3.6,73.5,63.5,11.1,69.3,0.9128,0
0.8,3.3,46.0,52.0,10.8,70.3,0.9092,0
1.0,4.0,81.0,55.0,10.2,73.4,0.9129,0
1.4,6.0,112.0,65.0,10.8,70.5,0.9142,0
1.7,8.2,150.0,72.0,11.0,71.0,0.9279,0
2.0,9.9,138.0,76.0,12.4,64.0,0.9206,0
2.0,8.8,124.0,84.0,15.0,53.1,0.8993,0
1.9,8.4,124.0,90.0,16.6,44.4,0.8313,0
2.1,7.5,115.0,89.0,18.0,38.4,0.7862,0
1.8,7.8,101.0,87.0,20.6,30.0,0.7213,0
1.5,6.4,90.0,88.0,19.9,26.7,0.6137,0
1.3,5.1,90.0,81.0,19.8,23.1,0.5283,0
1.4,6.9,89.0,89.0,21.4,22.7,0.5722,0
1.5,6.8,92.0,91.0,22.1,21.3,0.5605,0
1.7,7.4,103.0,104.0,21.1,24.5,0.604,0
2.0,8.7,122.0,111.0,18.3,31.6,0.6562,0
2.5,11.2,159.0,129.0,16.1,35.0,0.6372,0
2.4,10.5,172.0,133.0,14.8,41.5,0.6929,0
2.0,8.2,125.0,115.0,13.2,50.3,0.7577,0
2.9,11.6,187.0,125.0,12.3,55.5,0.7916,0
2.5,9.7,174.0,117.0,11.8,56.6,0.7833,0
1.4,5.1,75.0,84.0,11.2,56.2,0.7469,0
1.2,4.0,48.0,63.0,11.0,56.6,0.7418,0
1.0,3.7,61.0,68.0,9.3,64.3,0.7531,0
1.0,4.0,49.5,60.0,8.8,66.0,0.7501,0
0.85,3.0,38.0,52.0,7.8,70.4,0.7463,0
0.7,2.9,38.0,49.0,7.7,70.7,0.7463,0
0.8,2.9,41.0,49.0,7.4,71.0,0.7346,0
0.9,3.0,51.0,52.0,8.2,66.6,0.7283,0
1.1,3.7,61.0,58.0,8.7,64.3,0.7267,0
1.0,3.9,47.0,51.0,13.0,47.9,0.7116,0
1.6,6.2,87.0,77.0,17.4,35.4,0.699,0
1.8,7.3,107.0,90.0,20.2,29.2,0.683,0
2.6,9.2,161.0,118.0,22.7,22.9,0.6224,0
1.1,4.0,61.0,70.0,22.3,22.4,0.5955,0
0.6,2.3,26.0,35.0,22.2,18.9,0.4993,0
0.9,3.1,42.0,46.0,22.0,19.0,0.4969,0
1.0,3.2,55.0,58.0,21.0,23.6,0.5788,0
1.2,3.3,65.0,61.0,19.6,27.4,0.6162,0
1.4,4.0,75.0,80.0,17.9,30.8,0.6258,0
2.0,5.7,93.0,93.0,16.4,35.3,0.6532,0
1.1,3.4,63.0,78.0,15.6,37.5,0.6575,0
1.1,3.5,60.0,76.0,15.5,36.7,0.6438,0
1.1,2.9,63.0,74.0,14.5,39.0,0.6428,0
1.1,3.1,66.0,81.0,14.2,38.2,0.6163,0
0.7,1.6,41.0,58.0,13.7,38.3,0.5957,0
0.6,1.1,42.0,59.0,14.1,34.0,0.5442,0
0.7,2.0,36.0,54.0,14.6,34.0,0.5605,0
0.6,1.7,26.0,39.5,14.4,32.8,0.5364,0
0.3,0.7,16.0,25.0,13.9,30.9,0.4868,0
0.3,0.5,16.0,26.0,13.5,37.9,0.5852,0
0.4,0.7,33.0,49.0,13.9,43.6,0.6871,0
0.5,0.9,39.0,53.0,13.5,50.1,0.7706,0
0.6,1.5,45.0,57.0,13.3,53.6,0.8169,0
0.8,2.2,63.0,73.0,13.4,56.0,0.8576,0
1.0,2.9,71.0,78.0,13.0,59.6,0.886,0
1.3,3.9,104.0,93.0,12.7,62.7,0.9173,0
1.1,2.8,85.0,71.0,12.1,60.5,0.8505,0
0.6,1.4,53.0,56.0,11.2,64.4,0.8537,0
0.7,1.7,58.0,60.0,10.7,67.6,0.8703,0
1.2,3.6,89.0,77.0,11.4,61.2,0.8236,0
1.4,3.1,96.0,82.0,9.9,70.5,0.8581,0
1.2,3.5,88.0,77.0,10.3,65.2,0.8151,0
1.3,3.9,100.0,91.0,11.0,58.9,0.7714,0
1.8,5.2,127.0,93.0,10.6,59.5,0.7595,0
1.2,3.7,88.0,82.0,10.6,57.7,0.7362,0
0.8,2.7,66.0,74.0,10.6,56.1,0.7149,0
0.8,2.6,61.0,68.0,10.3,58.0,0.7239,0
0.8,2.4,54.0,65.0,10.4,58.4,0.7352,0
0.7,2.0,46.0,58.0,10.7,58.2,0.7459,0
0.5,1.3,25.0,36.0,10.5,59.9,0.7624,0
0.3,1.2,18.0,29.0,10.5,60.8,0.7704,0
0.4,1.3,19.5,28.5,10.6,63.1,0.8068,0
0.3,0.9,21.0,28.0,11.1,60.1,0.7925,0
0.7,3.1,76.0,68.0,10.1,68.4,0.8443,0
1.6,6.9,149.0,99.0,10.0,68.7,0.8456,0
3.9,19.1,328.0,130.0,11.0,64.2,0.8398,1
4.5,22.1,282.0,128.0,12.0,58.1,0.8138,1
2.7,11.8,206.0,120.0,12.8,52.0,0.7643,0
1.6,7.3,133.0,93.0,12.6,50.8,0.7387,0
1.6,8.0,137.0,96.0,13.8,47.4,0.7435,0
1.6,7.2,116.0,84.0,15.1,42.7,0.7294,0
1.5,7.7,112.0,87.0,16.3,38.1,0.7006,0
1.8,9.7,128.0,87.0,16.6,36.7,0.6867,0
2.1,9.8,145.0,103.0,15.8,40.5,0.7241,0
1.7,7.7,110.0,88.0,16.3,41.8,0.7712,0
3.0,15.3,184.0,118.0,16.1,42.8,0.7783,0
4.6,21.5,243.0,134.0,15.3,46.8,0.8074,1
5.0,21.7,259.0,144.0,14.7,47.0,0.7815,1
3.5,14.6,205.0,129.0,14.1,49.6,0.7931,1
2.1,9.3,144.0,108.0,13.5,54.1,0.8351,0
2.1,9.4,152.0,104.0,12.3,59.2,0.8461,0
1.5,6.8,108.0,90.0,11.6,62.2,0.851,0
1.1,4.9,64.0,74.0,11.5,61.4,0.8303,0
0.9,3.9,73.0,73.0,10.9,64.6,0.8395,0
0.7,2.7,47.0,60.0,11.1,63.2,0.8331,0
0.4,1.9,46.0,58.5,10.7,64.4,0.8284,0
0.65,1.7,45.0,57.0,10.7,63.8,0.8174,0
0.9,3.3,79.0,62.0,10.2,65.8,0.8196,0
1.6,7.4,113.0,71.0,10.3,65.6,0.8225,0
3.9,18.2,263.0,94.0,10.8,64.0,0.8307,1
5.0,27.7,275.0,99.0,13.3,55.6,0.8453,1
4.3,18.3,263.0,119.0,15.8,46.8,0.8328,1
2.7,12.3,183.0,103.0,19.5,34.4,0.7738,0
2.1,8.9,147.0,95.0,21.1,30.2,0.745,0
2.1,10.4,132.0,95.0,18.4,34.2,0.7185,0
2.185714285714286,9.7,140.42857142857142,95.9047619047619,21.0,30.6,0.7538,0
2.271428571428572,12.8,148.85714285714286,96.8095238095238,21.4,28.7,0.7231,0
2.357142857142857,12.9,157.28571428571428,97.71428571428572,21.3,27.3,0.6856,0
2.442857142857143,8.9,165.71428571428572,98.61904761904762,20.4,30.4,0.7193,0
2.5285714285714285,11.0,174.14285714285714,99.52380952380952,18.7,34.8,0.7436,0
2.6142857142857143,12.6,182.57142857142856,100.42857142857144,18.6,34.7,0.7369,0
2.7,13.3,191.0,101.33333333333331,17.9,35.8,0.7276,0
2.7857142857142856,18.1,199.42857142857144,102.23809523809524,16.5,42.1,0.7856,0
2.8714285714285714,13.0,207.8571428571429,103.14285714285714,14.8,49.7,0.8321,0
2.9571428571428573,7.8,216.28571428571428,104.04761904761904,13.4,54.3,0.8291,0
3.0428571428571427,5.8,224.7142857142857,104.95238095238096,13.4,54.2,0.8319,0
3.128571428571429,4.7,233.14285714285717,105.85714285714286,12.3,57.6,0.8223,0
3.2142857142857144,3.1,241.57142857142856,106.76190476190476,11.6,58.8,0.7996,0
3.3,2.1,250.0,107.66666666666669,10.7,62.3,0.7988,0
3.3857142857142857,1.7,258.42857142857144,108.57142857142856,10.2,63.2,0.7865,0
3.4714285714285715,1.3,266.8571428571429,109.47619047619048,10.5,61.3,0.7761,0
3.557142857142857,2.6,275.2857142857143,110.38095238095238,9.3,65.8,0.7722,0
3.642857142857143,7.9,283.7142857142857,111.28571428571428,9.1,67.4,0.7814,1
3.7285714285714286,21.4,292.1428571428571,112.1904761904762,10.2,62.9,0.7831,1
3.814285714285714,22.1,300.57142857142856,113.0952380952381,11.6,58.7,0.7999,1
3.9,19.1,309.0,114.0,13.5,53.4,0.8196,1
3.8,17.3,327.0,127.0,15.0,49.3,0.8364,1
3.8,17.5,299.0,135.0,17.1,42.1,0.812,1
3.9,17.0,257.0,135.0,18.4,36.9,0.7758,1
3.5,17.0,195.0,120.0,19.3,35.4,0.7824,1
4.0,19.5,231.0,129.0,19.2,35.7,0.7826,1
3.0,14.8,170.0,114.0,21.5,30.4,0.7677,0
3.1,14.0,192.0,129.0,19.6,34.6,0.7807,0
5.2,24.4,251.0,149.0,19.6,35.5,0.8017,1
5.9,28.1,289.0,149.0,18.3,44.1,0.9183,1
7.3,33.7,351.0,158.0,17.4,47.8,0.9392,1
6.1,24.2,319.0,148.0,16.8,49.8,0.9446,1
4.6,19.8,264.0,134.0,16.2,53.2,0.9723,1
2.5,9.3,144.0,111.0,14.9,59.1,0.9928,0
2.2,7.3,119.0,106.0,13.9,64.0,1.013,0
2.0,7.1,120.0,108.0,13.7,66.8,1.041,0
1.9,6.7,96.0,93.0,13.4,69.6,1.0688,0
1.6,6.0,77.0,83.0,12.8,71.9,1.0632,0
1.0,2.7,70.0,76.0,12.9,68.5,1.0155,0
1.0,3.6,63.0,69.0,11.9,74.8,1.038,0
1.2,5.4,97.0,77.0,11.6,76.4,1.0415,0
2.0,10.0,180.0,87.0,11.7,75.3,1.0325,0
4.5,23.2,352.0,109.0,12.8,71.0,1.0428,1
